Year,State,Life Expectancy,Air Quality Index,Binge Drinking,Completed High SchoolPercent,Bachelor's degree or more Percent,Median Income,Health care coverage pct,Physical Activity Percentage,Smoking
2016,Virginia,79.29599809,34.28744519,16.3,87.8,35.1,"66,451",88,76.7,16.5
2016,Washington,80.06749845,27.07197943,16.1,90.1,31.9,"70,310",90.7,82.4,15
2016,West Virginia,75.1993269,33.5849736,10.6,84.2,18.5,"44,354",91.7,71.5,25.7
2016,Wisconsin,79.37556542,36.87174049,22.9,90.4,26.5,"59,817",90.6,80,17.3
2016,Wyoming,79.16855106,40.52559784,16,92,24.7,"57,829",85.5,76.9,19.1
2017,Alabama,75.4040008,39.23667741,13,82.7,22.3,"51,113",85,68,21.5
2017,Alaska,79.4117633,31.59318637,18.2,91.8,26.4,"72,231",89.3,79.4,19
2017,Arizona,79.3610945,50.94492877,15.6,85.7,26.6,"61,125",86.4,74.9,14.7
2017,Arkansas,75.6916887,39.50727995,15,83.8,20.3,"48,829",89,67.5,23.6
2017,California,81.0821994,57.47238065,16.3,81.1,30.3,"69,759",89.1,80,11
2017,Colorado,79.8769235,43.32227084,19,90.2,36.7,"74,172",88.6,80.5,15.6
2017,Connecticut,80.9273195,41.29430012,16.7,89.1,36.2,"72,780",91.3,76,13.3
2017,Delaware,78.248901,43.83409716,17,87,28.8,"62,318",88.9,69,17.7
2017,District of Columbia,77.5942359,51,25.5,87.2,52.5,"83,382",94.8,77,14.7
2017,Florida,79.0144278,38.4365669,15.5,85.9,25.8,"53,681",81.7,70.8,15.5
2017,Georgia,77.6175238,39.04721479,13.3,84.3,27.6,"57,016",81.7,69,17.9
2017,Hawaii,81.6154473,53.24776939,18.6,90.6,29.1,"73,575",93.1,76.5,13.1
2017,Idaho,78.891733,36.02748505,16.1,88.6,25.2,"60,208",83.2,75.8,14.5
2017,Illinois,79.1163383,37.94834943,19.9,87.2,31,"64,609",88.8,76,15.8
2017,Indiana,76.6890229,36.7267136,17.5,87.3,23,"58,873",88.8,70.2,21.1
2017,Iowa,79.1388206,39.36702021,21.2,90.6,25.8,"63,481",92.3,75,16.7
2017,Kansas,78.3418756,35.20872446,16,90,30.1,"57,872",86.8,72.1,17.2
2017,Kentucky,75.3223873,39.38836944,14.6,83.1,21.1,"51,348",92,65.6,24.5
2017,Louisiana,75.353844,37.37602216,16.9,82.5,21.1,"43,903",88.9,68.2,22.8
2017,Maine,78.5937201,35.4299775,18.3,90.9,28.4,"51,664",89.1,74.8,19.8
2017,Maryland,78.914818,42.02173132,15.3,88.9,36.9,"81,084",90.4,74.4,13.7
2017,Massachusetts,79.8834396,39.37571763,17.8,89.2,39.1,"73,227",94.5,75.2,13.6
2017,Michigan,77.7653254,37.81540765,19,88.8,25.6,"57,700",91.2,72.8,20.4
2017,Minnesota,80.5321259,33.61937103,21.3,92,32.4,"71,920",91.2,75.4,15.2
2017,Mississippi,74.6625642,36.4734404,12.3,81.1,19.8,"43,441",81.7,66.8,22.7
2017,Missouri,77.2633347,35.96463447,18.3,87.6,26.1,"56,885",86.3,70.8,22.1
2017,Montana,78.4618413,42.71526587,18.9,92.3,28.2,"59,087",88.7,75,18.5
2017,Nebraska,79.2629999,33.17028004,20,91,27.9,"59,619",87.5,74.6,17
2017,Nevada,78.3986586,41.28345725,15.8,84,22.5,"56,550",83.3,72,16.5
2017,New Hampshire,79.167605,37.66036977,18,91.4,33.4,"74,801",91.8,76.1,18
2017,New Jersey,80.1822554,41.31615674,16,88.1,35.3,"72,997",88.3,71,14
2017,New Mexico,78.3712825,41.21319018,15,83.2,25.6,"47,855",87.3,75.5,16.6
2017,New York,81.0314276,34.65393729,17.5,85,32.9,"62,447",89.5,72.8,14.2
2017,North Carolina,77.8451675,36.31366813,14.6,84.7,26.9,"50,343",84,74.4,17.9
2017,North Dakota,79.2981316,35.38073511,24.8,90.7,26.3,"59,886",91.1,72.4,19.8
2017,Ohio,76.4999562,36.46694922,17.9,88.3,24.7,"59,768",91.6,70.4,22.5
2017,Oklahoma,75.7606082,37.90151689,11.8,86.3,23.8,"55,006",84.1,67.6,19.6
2017,Oregon,79.3951296,37.21283057,16.3,89.4,29.3,"64,610",89.3,78.6,16.2
2017,Pennsylvania,78.0481717,42.51701818,19.4,88.6,27,"63,173",92.4,75.1,18
2017,Rhode Island,79.5259839,36.01579926,15.8,84.8,31.1,"66,390",92.1,73.7,14.4
2017,South Carolina,76.5973151,36.77195394,16.8,84.2,24.1,"54,971",84.7,71.6,20
2017,South Dakota,78.7476072,34.16170839,19.3,90.6,26.3,"56,894",88.7,75.1,18.1
2017,Tennessee,75.6647462,37.74733296,13.1,84.2,23.6,"55,240",84.6,69.4,22.1
2017,Texas,78.5093636,37.59046627,17.9,81.1,26.4,"59,295",75.5,67.9,14.3
2017,Utah,79.6036294,51.23849905,12.5,90.3,29.7,"71,319",87.7,78.9,8.8
2017,Vermont,79.6665874,34.41419142,18.4,91.8,35.4,"63,805",93.3,78.4,17
2017,Virginia,79.271674,33.54115139,15.8,87.8,35.1,"71,293",88.4,74.1,15.3
2017,Washington,79.853718,34.07934981,16.4,90.1,31.9,"75,418",90.5,80.8,13.9
2017,West Virginia,75.0440851,32.4170422,11.3,84.2,18.5,"45,392",90.2,68.4,24.8
2017,Wisconsin,79.3770976,36.86089751,24.6,90.4,26.5,"63,451",92,77.6,17.1
2017,Wyoming,79.3663211,42.9976934,18.4,92,24.7,"57,837",85,74.3,18.9
2018,Alabama,75.41692682,38.32101886,12.4,82.7,22.3,"49,936",85.8,69.3,20.9
2018,Alaska,79.54631629,29.63515313,19.6,91.8,26.4,"68,734",89.1,80.4,21
2018,Arizona,79.33912834,49.95837735,15.2,85.7,26.6,"62,283",86.5,77.9,15.6
2018,Arkansas,76.03863032,38.81057692,15.1,83.8,20.3,"49,781",86.8,69,22.3
2018,California,81.32172451,57.0378191,17.6,81.1,30.3,"70,489",88,79,11.3
2018,Colorado,80.00334988,46.8001237,18.9,90.2,36.7,"73,034",88.1,83.6,14.6
2018,Connecticut,81.1295381,41.23236677,15.4,89.1,36.2,"72,812",91.6,77.6,12.7
2018,Delaware,78.01599797,42.4803653,14.8,87,28.8,"65,012",88.2,73.2,17
2018,District of Columbia,77.49728437,44,25.9,87.2,52.5,"85,750",94.7,80.4,14.5
2018,Florida,79.21390186,36.97333907,15.1,85.9,25.8,"54,644",81.8,73.2,16.1
2018,Georgia,77.74016073,37.61183973,12.9,84.3,27.6,"55,821",81.4,73.8,17.5
2018,Hawaii,81.55615662,41.65006916,19.5,90.6,29.1,"80,108",92.8,80.1,12.8
2018,Idaho,78.99097706,32.46125052,15.1,88.6,25.2,"58,728",83.5,79.5,14.3
2018,Illinois,79.29667676,37.69590894,20.3,87.2,31,"70,145",87.5,75.4,15.5
2018,Indiana,76.98943696,36.28067439,16.6,87.3,23,"59,892",87.9,72.6,21.8
2018,Iowa,79.27973722,41.24040754,21.1,90.6,25.8,"68,718",91.7,77.1,17.1
2018,Kansas,78.31426532,35.77742022,17.2,90,30.1,"63,938",86.1,77.5,17.4
2018,Kentucky,75.58338335,38.6428071,15.8,83.1,21.1,"54,555",92.2,67.6,24.6
2018,Louisiana,75.55071682,37.15265574,18.1,82.5,21.1,"49,973",89.9,69.2,23.1
2018,Maine,78.62575404,35.29487952,17.9,90.9,28.4,"58,663",88.4,77.5,17.3
2018,Maryland,79.11530823,40.20957447,15.3,88.9,36.9,"86,223",90.2,77.1,13.8
2018,Massachusetts,80.01334449,38.86652542,18.8,89.2,39.1,"86,345",93,77.6,13.7
2018,Michigan,77.75835765,37.97558991,18.1,88.8,25.6,"60,449",91.9,76.2,19.3
2018,Minnesota,80.62395458,34.37628196,20,92,32.4,"71,817",91.6,79.5,14.5
2018,Mississippi,74.81607251,39.20905616,12.6,81.1,19.8,"42,781",82.7,68,22.2
2018,Missouri,77.12459281,37.11794042,18.8,87.6,26.1,"61,726",86.5,73.9,20.8
2018,Montana,78.7351998,36.48063859,19.5,92.3,28.2,"57,679",88.5,77.3,17.2
2018,Nebraska,79.31210085,31.14663677,20.6,91,27.9,"67,575",87.7,76.2,15.4
2018,Nevada,78.87896718,42.2480572,17.9,84,22.5,"61,864",85.6,75,17.6
2018,New Hampshire,79.23330112,34.76544767,18.7,91.4,33.4,"81,346",91.4,78.5,15.7
2018,New Jersey,80.23887388,41.44595822,16.7,88.1,35.3,"74,176",87.7,71.5,13.7
2018,New Mexico,78.39948286,43.95404814,14.7,83.2,25.6,"48,283",89.1,77.8,17.5
2018,New York,81.16391012,34.1862853,17.5,85,32.9,"67,274",88.7,76.2,14.1
2018,North Carolina,78.14069992,36.13311293,15.4,84.7,26.9,"53,369",84.4,76.1,17.2
2018,North Dakota,79.11684613,37.60850236,23.3,90.7,26.3,"66,505",90.6,77.7,18.3
2018,Ohio,76.87092984,37.19864945,18.9,88.3,24.7,"61,633",92.2,74.6,21.1
2018,Oklahoma,75.92723423,38.52511087,13.4,86.3,23.8,"54,434",84.7,72.8,20.1
2018,Oregon,79.73511679,34.55588511,16.1,89.4,29.3,"69,165",89.7,80.7,16.1
2018,Pennsylvania,78.4396947,39.93323803,18.2,88.6,27,"64,524",91.7,76,18.7
2018,Rhode Island,79.39456539,37.18888889,18.1,84.8,31.1,"62,266",91.1,74.7,14.9
2018,South Carolina,76.57996538,35.27719719,15.5,84.2,24.1,"57,444",84,73.3,18.8
2018,South Dakota,78.82422981,34.80748821,17.4,90.6,26.3,"59,463",87.7,76,19.3
2018,Tennessee,75.69055049,36.53186588,13.1,84.2,23.6,"56,060",87.2,69.1,22.6
2018,Texas,78.63274649,36.7941937,17.8,81.1,26.4,"59,785",76.8,74.4,15.7
2018,Utah,79.78932161,51.91106,11.5,90.3,29.7,"77,067",87.4,82.5,8.9
2018,Vermont,79.9027667,35.37706271,17.4,91.8,35.4,"70,066",93,81.1,15.8
2018,Virginia,79.42275632,31.62609457,16,87.8,35.1,"77,151",87.6,78,16.4
2018,Washington,80.05693842,32.45586582,15.6,90.1,31.9,"79,726",90.6,82.4,13.5
2018,West Virginia,75.2041028,30.12301426,11.5,84.2,18.5,"50,573",91.1,71.8,26
2018,Wisconsin,79.41981948,39.45326519,22.7,90.4,26.5,"62,629",90.1,78.2,16
2018,Wyoming,79.16498861,43.25608324,18,92,24.7,"62,539",84.4,78.3,18.7
2019,Alabama,75.67290741,39.47375691,12.6,82.7,22.3,49936,84.8,68.5,19.2
2019,Alaska,79.85640214,29.30899556,15.9,91.8,26.4,68734,89.6,78.3,19.1
2019,Arizona,79.47296093,46.61201608,15.6,85.7,26.6,62283,84,75.9,14
2019,Arkansas,76.15857268,38.5255829,14.7,83.8,20.3,49781,85.3,68.8,22.7
2019,California,81.53290848,49.61968211,16.1,81.1,30.3,70489,87,77.6,11.2
2019,Colorado,80.02399789,41.53201542,19.2,90.2,36.7,73034,87.1,81.3,14.5
2019,Connecticut,81.14468033,41.46212995,17.1,89.1,36.2,72812,90.8,76.5,12.2
2019,Delaware,78.29650999,44.20456621,16.4,87,28.8,65012,88.2,73.4,16.5
2019,District of Columbia,77.88194446,44,24.4,87.2,52.5,85750,92.5,81,13.8
2019,Florida,79.36150483,37.36638119,15.8,85.9,25.8,54644,81.9,73.5,14.5
2019,Georgia,78.00710813,40.50544178,14.5,84.3,27.6,55821,80.3,72.1,16.1
2019,Hawaii,81.92571381,20.85792725,19.2,90.6,29.1,80108,92.4,75.6,13.4
2019,Idaho,79.17810233,28.14238365,15.1,88.6,25.2,58728,82.6,76.2,14.7
2019,Illinois,79.6194144,36.49086708,19.5,87.2,31,70145,86.3,74.4,15.5
2019,Indiana,77.10524702,36.36018637,16.2,87.3,23,59892,88.3,69.1,21.1
2019,Iowa,79.14328565,37.90477223,22.6,90.6,25.8,68718,91.5,73.5,16.6
2019,Kansas,78.43390411,34.18196588,15.8,90,30.1,63938,86.7,72.9,17.2
2019,Kentucky,75.81169443,37.77810922,14.7,83.1,21.1,54555,90.9,67.2,23.4
2019,Louisiana,75.74023273,36.74598579,17.1,82.5,21.1,49973,87.5,68.1,20.5
2019,Maine,78.70657206,33.67740964,16.9,90.9,28.4,58663,88.1,69.9,17.8
2019,Maryland,79.29267578,38.94296847,13.6,88.9,36.9,86223,89.7,76.6,12.5
2019,Massachusetts,80.26680096,38.62324989,19.9,89.2,39.1,86345,93.4,73.6,13.4
2019,Michigan,78.01064337,36.13843783,18.2,88.8,25.6,60449,90.3,74.6,18.9
2019,Minnesota,80.56223272,31.09280841,20.3,92,32.4,71817,91.3,80.1,15.1
2019,Mississippi,74.68274013,39.16814683,12.7,81.1,19.8,42781,81.1,62.3,20.5
2019,Missouri,77.52620741,39.83853533,17.6,87.6,26.1,61726,85.7,69.4,19.4
2019,Montana,78.70103019,31.59914676,18,92.3,28.2,57679,89.4,80.3,18
2019,Nebraska,79.46678018,28.1242657,21.2,91,27.9,67575,85.2,73.1,16
2019,Nevada,79.06309314,35.95510455,15,84,22.5,61864,82.3,74.2,15.7
2019,New Hampshire,79.43965114,33.07221095,16.2,91.4,33.4,81346,90.8,78.3,15.6
2019,New Jersey,80.57106469,41.48839318,13.5,88.1,35.3,74176,NA,76.4,13.1
2019,New Mexico,78.25397565,40.97173769,14.7,83.2,25.6,48283,87.9,74.6,15.2
2019,New York,81.40615969,32.8960341,16.5,85,32.9,67274,87.9,72.8,12.8
2019,North Carolina,78.20435792,36.26179966,14.7,84.7,26.9,53369,83.7,73.7,17.4
2019,North Dakota,78.98769656,34.61255827,22,90.7,26.3,66505,92.1,72,19.1
2019,Ohio,77.01828522,36.50246161,15.8,88.3,24.7,61633,89.7,71.7,20.5
2019,Oklahoma,76.10328318,36.76167765,13,86.3,23.8,54434,83.7,66,19.7
2019,Oregon,79.64971639,31.55475157,15.9,89.4,29.3,69165,88.6,76.1,15.6
2019,Pennsylvania,78.67287823,39.8420725,17.1,88.6,27,64524,90.8,74.4,17
2019,Rhode Island,79.51630865,36.08801498,16.5,84.8,31.1,62266,90.8,73.5,14.6
2019,South Carolina,76.76873118,40.80011477,15.1,84.2,24.1,57444,84.9,71.2,18
2019,South Dakota,78.72679829,33.89486119,21.3,90.6,26.3,59463,87,70,19
2019,Tennessee,75.75856388,36.53515427,14.3,84.2,23.6,56060,84.6,69.9,20.7
2019,Texas,78.86998988,36.77882172,17.4,81.1,26.4,59785,75.8,72.8,14.4
2019,Utah,79.91884723,46.19442262,10.6,90.3,29.7,77067,87.5,81.5,9
2019,Vermont,79.86816542,34.91909925,16.5,91.8,35.4,70066,93.7,80,13.7
2019,Virginia,79.6120127,33.08584813,15.5,87.8,35.1,77151,88.6,74.7,14.9
2019,Washington,80.10475748,29.05912409,14.7,90.1,31.9,79726,89.8,80.8,12
2019,West Virginia,75.42711726,29.7026916,12.1,84.2,18.5,50573,90.1,68.8,25.2
2019,Wisconsin,79.47655701,36.08579566,23.8,90.4,26.5,62629,90,76.8,16.4
2019,Wyoming,79.0439025,41.08489348,17.4,92,24.7,62539,83.2,75.4,18.8
